@relation Results

@attribute Area numeric
@attribute X numeric
@attribute Y numeric
@attribute XM numeric
@attribute YM numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute Circ numeric
@attribute IntDen numeric
@attribute RawIntDen numeric
@attribute Slice numeric
@attribute AR numeric
@attribute Round numeric
@attribute Solidity numeric
@attribute especie {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
75552,159.901,120.039,159.901,120.039,357.913,268.769,0.937,0.76,19265760,19265760,1034,1.332,0.751,0.984,17
75747,160.044,120.119,160.044,120.119,358.492,269.027,0.985,0.762,19315485,19315485,1035,1.333,0.75,0.986,17
75533,159.993,120.024,159.993,120.024,358.006,268.631,1.106,0.76,19260915,19260915,1036,1.333,0.75,0.984,17
75804,160.027,120.152,160.027,120.152,358.681,269.088,0.909,0.763,19330020,19330020,1037,1.333,0.75,0.987,17
75719,160.029,119.998,160.029,119.998,358.408,268.991,0.864,0.762,19308345,19308345,1038,1.332,0.751,0.986,17
75608,160.235,119.991,160.235,119.991,358.047,268.867,1.031,0.761,19280040,19280040,1039,1.332,0.751,0.984,17
72406,160.334,119.974,160.334,119.974,349.641,263.671,0.26,0.728,18463530,18463530,1040,1.326,0.754,0.943,18
73494,159.909,119.12,159.909,119.12,352.448,265.502,0.47,0.739,18740970,18740970,1041,1.327,0.753,0.957,18
70982,159.98,119.856,159.98,119.856,345.606,261.503,0.788,0.714,18100410,18100410,1042,1.322,0.757,0.924,18
71495,161.842,119.346,161.842,119.346,347.544,261.924,179.361,0.719,18231225,18231225,1043,1.327,0.754,0.931,18
71788,160.467,120.587,160.467,120.587,348.429,262.33,0.303,0.722,18305940,18305940,1044,1.328,0.753,0.935,18
64282,160.514,124.499,160.514,124.499,329.671,248.267,2.056,0.647,16391910,16391910,1045,1.328,0.753,0.837,18
69215,159.107,119.834,159.107,119.834,338.87,260.062,179.669,0.696,17649825,17649825,1046,1.303,0.767,0.901,18
70951,161.404,118.806,161.404,118.806,345.874,261.187,179.593,0.714,18092505,18092505,1047,1.324,0.755,0.924,18
71232,160.166,118.914,160.166,118.914,347.693,260.849,0.406,0.717,18164160,18164160,1048,1.333,0.75,0.927,18
71483,160.306,119.027,160.306,119.027,346.8,262.442,179.876,0.719,18228165,18228165,1049,1.321,0.757,0.931,18
71323,160.866,120.124,160.866,120.124,347.8,261.102,0.496,0.718,18187365,18187365,1050,1.332,0.751,0.929,18
71527,161.185,120.28,161.185,120.28,346.968,262.476,0.135,0.72,18239385,18239385,1051,1.322,0.756,0.931,18
72416,158.787,119.84,158.787,119.84,350.011,263.429,1.316,0.728,18466080,18466080,1052,1.329,0.753,0.943,18
67318,157.719,120.402,157.719,120.402,336.282,254.881,1.979,0.677,17166090,17166090,1053,1.319,0.758,0.877,18
70091,160.758,120.938,160.758,120.938,342.606,260.482,0.313,0.705,17873205,17873205,1054,1.315,0.76,0.913,18
68032,159.357,118.805,159.357,118.805,336.26,257.601,0.804,0.684,17348160,17348160,1055,1.305,0.766,0.886,18
70917,159.94,118.591,159.94,118.591,344.499,262.103,0.388,0.713,18083835,18083835,1056,1.314,0.761,0.923,18
69091,159.036,118.993,159.036,118.993,341.225,257.804,1.456,0.695,17618205,17618205,1057,1.324,0.756,0.9,18
69125,158.236,119.457,158.236,119.457,340.59,258.412,1.422,0.695,17626875,17626875,1058,1.318,0.759,0.9,18
69337,159.092,119.239,159.092,119.239,341.145,258.783,1.141,0.698,17680935,17680935,1059,1.318,0.759,0.903,18
69650,158.485,119.961,158.485,119.961,343.315,258.308,2.817,0.701,17760750,17760750,1060,1.329,0.752,0.907,18
70163,158.836,119.254,158.836,119.254,344.347,259.431,1.798,0.706,17891565,17891565,1061,1.327,0.753,0.914,18
71800,159.917,120.796,159.917,120.796,348.966,261.97,0.93,0.713,18309000,18309000,1062,1.332,0.751,0.935,18
69854,159.034,119.749,159.034,119.749,343.149,259.19,1.685,0.703,17812770,17812770,1063,1.324,0.755,0.91,18
68782,159.41,118.745,159.41,118.745,340.378,257.29,179.86,0.692,17539410,17539410,1064,1.323,0.756,0.896,18
68105,159.397,119.014,159.397,119.014,338.198,256.4,3.321,0.685,17366775,17366775,1065,1.319,0.758,0.887,18
69921,157.351,119.943,157.351,119.943,342.578,259.871,2.904,0.703,17829855,17829855,1066,1.318,0.759,0.91,18
68316,159.073,120.583,159.073,120.583,338.65,256.851,1.659,0.687,17420580,17420580,1067,1.318,0.758,0.89,18
70413,160.07,119.833,160.07,119.833,344.933,259.913,2.289,0.708,17955315,17955315,1068,1.327,0.754,0.917,18
68783,159.157,119.275,159.157,119.275,341.22,256.659,2.165,0.692,17539665,17539665,1069,1.329,0.752,0.896,18
70579,159.338,119.719,159.338,119.719,344.083,261.169,1.18,0.71,17997645,17997645,1070,1.317,0.759,0.919,18
70666,158.43,120.128,158.43,120.128,345.071,260.743,1.539,0.711,18019830,18019830,1071,1.323,0.756,0.92,18
69886,159.508,118.687,159.508,118.687,343.56,258.999,0.881,0.703,17820930,17820930,1072,1.326,0.754,0.91,18
69672,157.588,120.339,157.588,120.339,342.202,259.231,0.498,0.701,17766360,17766360,1073,1.32,0.758,0.907,18
71801,159.678,118.942,159.678,118.942,347.91,262.768,0.08,0.722,18309255,18309255,1074,1.324,0.755,0.935,18
69234,160.734,119.845,160.734,119.845,341.785,257.915,0.606,0.696,17654670,17654670,1075,1.325,0.755,0.901,18
69978,157.9,117.975,157.9,117.975,342.706,259.986,1.206,0.704,17844390,17844390,1076,1.318,0.759,0.911,18
69181,159.274,119.96,159.274,119.96,341.481,257.947,0.555,0.696,17641155,17641155,1077,1.324,0.755,0.901,18
67684,159.108,120.504,159.108,120.504,336.414,256.166,1.534,0.681,17259420,17259420,1078,1.313,0.761,0.881,18
69851,157.934,119.168,157.934,119.168,343.427,258.969,1.8,0.703,17812005,17812005,1079,1.326,0.754,0.91,18
69107,160.532,122.062,160.532,122.062,341.981,257.295,0.452,0.695,17622285,17622285,1080,1.329,0.752,0.9,18
70008,160.396,120.119,160.396,120.119,343.339,259.618,0.811,0.704,17852040,17852040,1081,1.322,0.756,0.912,18
70665,159.699,118.901,159.699,118.901,345.66,260.295,0.423,0.711,18019575,18019575,1082,1.328,0.753,0.92,18
69748,159.75,118.964,159.75,118.964,342.979,258.925,0.873,0.702,17785740,17785740,1083,1.325,0.755,0.908,18
69764,158.648,119.141,158.648,119.141,343.116,258.881,1.303,0.702,17789820,17789820,1084,1.325,0.755,0.908,18
70197,160.638,119.951,160.638,119.951,345.019,259.051,0.857,0.706,17900235,17900235,1085,1.332,0.751,0.914,18
69003,158.25,120.003,158.25,120.003,340.907,257.717,0.462,0.694,17595765,17595765,1086,1.323,0.756,0.898,18
71084,158.569,120.692,158.569,120.692,347.385,260.538,179.885,0.715,18126420,18126420,1087,1.333,0.75,0.926,18
71653,159.419,121.288,159.419,121.288,348.531,261.76,179.598,0.721,18271515,18271515,1088,1.331,0.751,0.933,18
70771,159.188,119.765,159.188,119.765,346.41,260.121,0.25,0.712,18046605,18046605,1089,1.332,0.751,0.921,18
70851,160.838,121.305,160.838,121.305,347.493,259.603,0.519,0.713,18067005,18067005,1090,1.339,0.747,0.923,18
73391,159.756,120.342,159.756,120.342,352.977,264.732,0.171,0.738,18714705,18714705,1091,1.333,0.75,0.956,18
68638,159.063,120.947,159.063,120.947,340.259,256.842,0.239,0.69,17502690,17502690,1092,1.325,0.755,0.894,18
68328,159.503,121.851,159.503,121.851,341.166,255.002,179.776,0.687,17423640,17423640,1093,1.338,0.747,0.89,18
73758,159.598,119.735,159.598,119.735,354.046,265.253,0.076,0.742,18808290,18808290,1094,1.335,0.749,0.96,18
68911,159.41,120.608,159.41,120.608,340.673,257.55,0.731,0.693,17572305,17572305,1095,1.323,0.756,0.897,18
68110,160.327,121.518,160.327,121.518,340.363,254.788,1.029,0.685,17368050,17368050,1096,1.336,0.749,0.887,18
72341,159.664,120.619,159.664,120.619,351.982,261.682,0.177,0.728,18446955,18446955,1097,1.345,0.743,0.942,18
74212,159.55,120.191,159.55,120.191,355.788,265.578,0.014,0.747,18924060,18924060,1098,1.34,0.746,0.966,18
71906,159.334,121.011,159.334,121.011,349.9,261.656,0.393,0.723,18336030,18336030,1099,1.337,0.748,0.936,18
70709,160.34,121.223,160.34,121.223,347.169,259.325,0.436,0.711,18030795,18030795,1100,1.339,0.747,0.921,18
70201,159.512,120.677,159.512,120.677,345.101,259.004,0.505,0.706,17901255,17901255,1101,1.332,0.751,0.914,18
64058,161.695,120.321,161.695,120.321,330.174,247.025,179.771,0.644,16334790,16334790,1102,1.337,0.748,0.834,19
64504,160.536,119.373,160.536,119.373,328.116,250.305,0.065,0.649,16448520,16448520,1103,1.311,0.763,0.84,19
69212,159.823,120.271,159.823,120.271,342.143,257.563,0.16,0.696,17649060,17649060,1104,1.328,0.753,0.901,19
64457,160.169,120.542,160.169,120.542,327.868,250.311,179.581,0.648,16436535,16436535,1105,1.31,0.763,0.839,19
67900,160.652,119.969,160.652,119.969,338.725,255.231,0.417,0.683,17314500,17314500,1106,1.327,0.754,0.884,19
63019,159.204,121.992,159.204,121.992,326.049,246.093,0.66,0.634,16069845,16069845,1107,1.325,0.755,0.821,19
64228,160.051,122.12,160.051,122.12,329.696,248.039,179.56,0.646,16378140,16378140,1108,1.329,0.752,0.836,19
66768,159.059,120.703,159.059,120.703,338.586,251.079,179.813,0.672,17025840,17025840,1109,1.349,0.742,0.869,19
71235,161.552,119.985,161.552,119.985,345.476,262.534,179.6,0.717,18164925,18164925,1110,1.316,0.76,0.928,19
68301,161.062,119.946,161.062,119.946,339.474,256.171,179.772,0.687,17416755,17416755,1111,1.325,0.755,0.889,19
64947,161.757,119.833,161.757,119.833,332.37,248.798,0.296,0.653,16561485,16561485,1112,1.336,0.749,0.846,19
68555,161.203,119.07,161.203,119.07,340.222,256.559,179.851,0.69,17481525,17481525,1113,1.326,0.754,0.893,19
70528,160.475,119.189,160.475,119.189,343.519,261.409,179.712,0.71,17984640,17984640,1114,1.314,0.761,0.918,19
70201,160.1,119.575,160.1,119.575,343.328,260.342,179.544,0.706,17901255,17901255,1115,1.319,0.758,0.914,19
69196,160.34,119.959,160.34,119.959,341.505,257.984,179.971,0.696,17644980,17644980,1116,1.324,0.755,0.901,19
72418,160.868,119.878,160.868,119.878,348.03,264.936,179.486,0.729,18466590,18466590,1117,1.314,0.761,0.943,19
65808,160.584,119.846,160.584,119.846,331.95,252.416,0.406,0.662,16781040,16781040,1118,1.315,0.76,0.857,19
69422,160.757,120.138,160.757,120.138,342.574,258.02,0.047,0.698,17702610,17702610,1119,1.328,0.753,0.904,19
68998,160.435,119.223,160.435,119.223,339.846,258.502,179.909,0.694,17594490,17594490,1120,1.315,0.761,0.898,19
67321,161.035,119.566,161.035,119.566,336.474,254.747,178.978,0.677,17166855,17166855,1121,1.321,0.757,0.877,19
63556,160.076,120.159,160.076,120.159,325.906,248.298,0.261,0.639,16206780,16206780,1122,1.313,0.762,0.828,19
67952,160.258,119.809,160.258,119.809,337.442,256.397,179.723,0.684,17327760,17327760,1123,1.316,0.76,0.885,19
70470,160.808,120.38,160.808,120.38,343.236,261.41,179.538,0.709,17969850,17969850,1124,1.313,0.762,0.918,19
66975,161.815,119.514,161.815,119.514,334.086,255.249,178.976,0.674,17078625,17078625,1125,1.309,0.764,0.872,19
67195,159.342,121.057,159.342,121.057,337.78,253.287,179.928,0.676,17134725,17134725,1126,1.334,0.75,0.875,19
65781,160.225,119.866,160.225,119.866,332.305,252.042,0.821,0.662,16774155,16774155,1127,1.318,0.758,0.857,19
66739,161.039,118.595,161.039,118.595,334.057,254.372,0.033,0.671,17018445,17018445,1128,1.313,0.761,0.869,19
66703,160.45,118.455,160.45,118.455,336.44,252.434,179.244,0.671,17009265,17009265,1129,1.333,0.75,0.869,19
67160,161.06,118.727,161.06,118.727,333.959,256.052,179.891,0.676,17125800,17125800,1130,1.304,0.767,0.874,19
68114,160.521,119.497,160.521,119.497,340.234,254.899,179.365,0.685,17369070,17369070,1131,1.335,0.749,0.887,19
63201,161.861,119.887,161.861,119.887,327.002,246.085,179.534,0.636,16116255,16116255,1132,1.329,0.753,0.823,19
65604,158.726,120.425,158.726,120.425,333.588,250.398,179.865,0.66,16729020,16729020,1133,1.332,0.751,0.854,19
64710,160.67,119.174,160.67,119.174,329.721,249.882,0.18,0.651,16501050,16501050,1134,1.32,0.758,0.843,19
65744,159.357,117.889,159.357,117.889,333.367,251.098,179.723,0.661,16764720,16764720,1135,1.328,0.753,0.856,19
67409,161.267,119.154,161.267,119.154,337.003,254.679,0.105,0.678,17189295,17189295,1136,1.323,0.756,0.878,19
65995,160.56,120.692,160.56,120.692,335.152,250.714,179.869,0.664,16828725,16828725,1137,1.337,0.748,0.859,19
67484,160.333,120.441,160.333,120.441,337.602,254.511,179.874,0.679,17208420,17208420,1138,1.326,0.754,0.879,19
66900,160.661,118.388,160.661,118.388,335.853,253.622,0.589,0.673,17059500,17059500,1139,1.324,0.755,0.871,19
68272,159.618,120.565,159.618,120.565,339.285,256.206,0.639,0.687,17409360,17409360,1140,1.324,0.755,0.889,19
67430,160.956,120.742,160.956,120.742,338.26,253.812,0.524,0.678,17194650,17194650,1141,1.333,0.75,0.878,19
66206,160.177,119.713,160.177,119.713,335.089,251.563,178.851,0.666,16882530,16882530,1142,1.332,0.751,0.862,19
63518,158.935,119.871,158.935,119.871,326.478,247.715,179.199,0.639,16197090,16197090,1143,1.318,0.759,0.827,19
67795,160.693,120.443,160.693,120.443,337.3,255.913,179.031,0.682,17287725,17287725,1144,1.318,0.759,0.883,19
65889,160.178,119.194,160.178,119.194,333.999,251.176,0.312,0.663,16801695,16801695,1145,1.33,0.752,0.858,19
68200,158.517,119.337,158.517,119.337,337.841,257.029,0.075,0.686,17391000,17391000,1146,1.314,0.761,0.888,19
65260,160.823,121.194,160.823,121.194,332.253,250.085,179.764,0.657,16641300,16641300,1147,1.329,0.753,0.85,19
66957,160.361,121.727,160.361,121.727,338.085,252.163,0.329,0.674,17074035,17074035,1148,1.341,0.746,0.872,19
66839,159.058,120.322,159.058,120.322,334.734,254.238,179.792,0.672,17043945,17043945,1149,1.317,0.76,0.87,19
66123,160.07,121.374,160.07,121.374,335.408,251.009,0.007,0.665,16861365,16861365,1150,1.336,0.748,0.861,19
66379,160.171,121.058,160.171,121.058,333.692,253.276,179.04,0.668,16926645,16926645,1151,1.318,0.759,0.864,19
63888,160.519,121.017,160.519,121.017,328.593,247.555,0.229,0.643,16291440,16291440,1152,1.327,0.753,0.832,19
66783,161.425,120.898,161.425,120.898,335.744,253.261,179.422,0.672,17029665,17029665,1153,1.326,0.754,0.87,19
64217,160.479,119.952,160.479,119.952,330.677,247.261,0.716,0.646,16375335,16375335,1154,1.337,0.748,0.836,19
70730,160.023,119.473,160.023,119.473,345.606,260.575,0.01,0.712,18036150,18036150,1155,1.326,0.754,0.921,19
69331,160.127,120.604,160.127,120.604,342.819,257.497,179.477,0.697,17679405,17679405,1156,1.331,0.751,0.903,19
71363,159.741,121.35,159.741,121.35,346.429,262.282,179.654,0.718,18197565,18197565,1157,1.321,0.757,0.929,19
67500,160.913,119.501,160.913,119.501,335.855,255.895,179.543,0.679,17212500,17212500,1158,1.312,0.762,0.879,19
65926,160.393,121.014,160.393,121.014,333.048,252.034,179.692,0.663,16811130,16811130,1159,1.321,0.757,0.858,19
67172,160.213,119.766,160.213,119.766,334.296,255.839,0.156,0.676,17128860,17128860,1160,1.307,0.765,0.875,19
68964,161.071,119.734,161.071,119.734,340.431,257.931,179.633,0.694,17585820,17585820,1161,1.32,0.758,0.898,19
67187,160.255,120.347,160.255,120.347,335.193,255.211,0.327,0.676,17132685,17132685,1162,1.313,0.761,0.875,19
72661,160.192,119.405,160.192,119.405,350.954,263.61,2.486,0.731,18528555,18528555,1163,1.331,0.751,0.946,20
71381,159.759,119.628,159.759,119.628,347.891,261.246,3.398,0.718,18202155,18202155,1164,1.332,0.751,0.929,20
72070,160.672,119.328,160.672,119.328,349.514,262.543,3.045,0.725,18377850,18377850,1165,1.331,0.751,0.938,20
71560,159.747,119.104,159.747,119.104,348.356,261.551,3.407,0.72,18247800,18247800,1166,1.332,0.751,0.932,20
72014,159.669,120.009,159.669,120.009,349.569,262.297,3.328,0.724,18363570,18363570,1167,1.333,0.75,0.938,20
72053,158.982,119.382,158.982,119.382,349.252,262.677,2.991,0.725,18373515,18373515,1168,1.33,0.752,0.938,20
71576,159.787,119.548,159.787,119.548,348.189,261.735,2.904,0.72,18251880,18251880,1169,1.33,0.752,0.932,20
70617,159.336,118.718,159.336,118.718,346.236,259.685,4.292,0.71,18007335,18007335,1170,1.333,0.75,0.919,20
72537,159.217,120.014,159.217,120.014,350.638,263.397,2.778,0.73,18496935,18496935,1171,1.331,0.751,0.944,20
71602,159.392,119.428,159.392,119.428,348.551,261.558,3.868,0.72,18258510,18258510,1172,1.333,0.75,0.932,20
70920,159.388,118.659,159.388,118.659,346.92,260.285,3.741,0.713,18084600,18084600,1173,1.333,0.75,0.923,20
71764,159.975,119.2,159.975,119.2,348.903,261.886,3.053,0.722,18299820,18299820,1174,1.332,0.751,0.934,20
71656,159.29,119.035,159.29,119.035,348.806,261.564,3.843,0.721,18272280,18272280,1175,1.334,0.75,0.933,20
72032,159.383,119.977,159.383,119.977,349.587,262.349,3.012,0.725,18368160,18368160,1176,1.333,0.75,0.938,20
73095,159.658,119.165,159.658,119.165,352.463,264.049,2.206,0.735,18639225,18639225,1177,1.335,0.749,0.952,20
72150,159.816,119.82,159.816,119.82,349.966,262.495,3.216,0.726,18398250,18398250,1178,1.333,0.75,0.939,20
71769,159.412,119.385,159.412,119.385,348.999,261.832,3.219,0.722,18301095,18301095,1179,1.333,0.75,0.934,20
72327,160.193,119.427,160.193,119.427,350.221,262.947,2.852,0.728,18443385,18443385,1180,1.332,0.751,0.942,20
72627,159.562,120.268,159.562,120.268,350.91,263.52,2.334,0.731,18519885,18519885,1181,1.332,0.751,0.946,20
71701,159.123,120.059,159.123,120.059,348.81,261.726,3.31,0.721,18283755,18283755,1182,1.333,0.75,0.934,20
72748,159.821,119.757,159.821,119.757,351.392,263.597,2.408,0.732,18550740,18550740,1183,1.333,0.75,0.947,20
72297,159.767,120.157,159.767,120.157,350.412,262.695,2.915,0.727,18435735,18435735,1184,1.334,0.75,0.941,20
70715,159.466,120.402,159.466,120.402,346.462,259.876,4.21,0.711,18032325,18032325,1185,1.333,0.75,0.921,20
71800,159.835,120.107,159.835,120.107,348.955,261.979,3.383,0.722,18309000,18309000,1186,1.332,0.751,0.935,20
70596,159.324,120.228,159.324,120.228,346.756,259.218,4.135,0.71,18001980,18001980,1187,1.338,0.748,0.919,20
71567,159.034,119.493,159.034,119.493,348.621,261.378,3.687,0.72,18249585,18249585,1188,1.334,0.75,0.932,20
70275,158.851,119.945,158.851,119.945,345.434,259.027,4.659,0.707,17920125,17920125,1189,1.334,0.75,0.915,20
71048,159.355,119.651,159.355,119.651,347.19,260.552,3.841,0.715,18117240,18117240,1190,1.333,0.75,0.925,20
71135,159.006,119.854,159.006,119.854,347.133,260.914,3.598,0.716,18139425,18139425,1191,1.33,0.752,0.926,20
70504,159.708,119.391,159.708,119.391,346.05,259.409,4.261,0.709,17978520,17978520,1192,1.334,0.75,0.918,20
71208,159.238,120.146,159.238,120.146,347.917,260.593,3.948,0.716,18158040,18158040,1193,1.335,0.749,0.927,20
72404,159.337,119.959,159.337,119.959,350.539,262.988,2.629,0.728,18463020,18463020,1194,1.333,0.75,0.943,20
72738,159.232,119.558,159.232,119.558,351.48,263.494,2.955,0.732,18548190,18548190,1195,1.334,0.75,0.947,20
71730,159.574,119.396,159.574,119.396,349.26,261.494,3.718,0.722,18291150,18291150,1196,1.336,0.749,0.934,20
71292,158.97,120.171,158.97,120.171,347.967,260.863,3.846,0.717,18179460,18179460,1197,1.334,0.75,0.928,20
71328,158.604,119.656,158.604,119.656,347.553,261.306,3.87,0.718,18188640,18188640,1198,1.33,0.752,0.929,20
71191,159.82,119.222,159.82,119.222,347.7,260.694,3.678,0.716,18153705,18153705,1199,1.334,0.75,0.927,20
70143,159.409,119.357,159.409,119.357,345.155,258.75,4.591,0.706,17886465,17886465,1200,1.334,0.75,0.913,20
71489,159.568,119.395,159.568,119.395,348.365,261.285,3.489,0.719,18229695,18229695,1201,1.333,0.75,0.931,20
71537,159.668,119.2,159.668,119.2,348.579,261.3,3.601,0.72,18241935,18241935,1202,1.334,0.75,0.931,20
70842,159.234,119.819,159.234,119.819,346.757,260.121,3.744,0.713,18064710,18064710,1203,1.333,0.75,0.922,20
71880,160.354,119.507,160.354,119.507,349.309,262.005,3.093,0.723,18329400,18329400,1204,1.333,0.75,0.936,20
71747,160.183,119.863,160.183,119.863,349.341,261.495,3.872,0.722,18295485,18295485,1205,1.336,0.749,0.934,20
71372,159.926,119.835,159.926,119.835,347.905,261.203,3.88,0.718,18199860,18199860,1206,1.332,0.751,0.929,20
70430,159.374,119.226,159.374,119.226,346.231,259.001,4.535,0.709,17959650,17959650,1207,1.337,0.748,0.917,20
71370,159.201,120.781,159.201,120.781,348.144,261.016,3.724,0.718,18199350,18199350,1208,1.334,0.75,0.929,20
73037,159.399,119.639,159.399,119.639,351.659,264.442,2.663,0.735,18624435,18624435,1209,1.33,0.752,0.951,20
73025,159.744,119.322,159.744,119.322,352.124,264.05,2.949,0.735,18621375,18621375,1210,1.334,0.75,0.951,20
71950,159.674,119.727,159.674,119.727,349.442,262.16,3.442,0.724,18347250,18347250,1211,1.333,0.75,0.937,20
72156,159.222,120.233,159.222,120.233,349.755,262.675,3.008,0.726,18399780,18399780,1212,1.332,0.751,0.94,20
72051,159.164,119.529,159.164,119.529,349.699,262.334,3.636,0.725,18373005,18373005,1213,1.333,0.75,0.938,20
70780,159.794,118.982,159.794,118.982,346.94,259.757,4.175,0.712,18048900,18048900,1214,1.336,0.749,0.922,20
72158,159.625,119.474,159.625,119.474,350.045,262.464,3.472,0.726,18400290,18400290,1215,1.334,0.75,0.94,20
72268,159.423,120.059,159.423,120.059,350.003,262.897,3.129,0.727,18428340,18428340,1216,1.331,0.751,0.941,20
72279,159.162,119.924,159.162,119.924,349.955,262.972,3.22,0.727,18431145,18431145,1217,1.331,0.751,0.941,20
72571,159.561,120.073,159.561,120.073,350.853,263.359,2.85,0.73,18505605,18505605,1218,1.332,0.751,0.945,20
71635,159.94,119.937,159.94,119.937,348.393,261.798,3.683,0.721,18266925,18266925,1219,1.331,0.751,0.933,20
71551,159.748,119.614,159.748,119.614,348.806,261.181,3.781,0.72,18245505,18245505,1220,1.335,0.749,0.932,20
72463,159.462,119.689,159.462,119.689,350.645,263.123,3.151,0.729,18478065,18478065,1221,1.333,0.75,0.944,20
71598,159.35,119.61,159.35,119.61,348.592,261.513,3.888,0.72,18257490,18257490,1222,1.333,0.75,0.932,20
71976,159.33,118.991,159.33,118.991,349.648,262.1,3.362,0.724,18353880,18353880,1223,1.334,0.75,0.937,20
71840,159.387,120.368,159.387,120.368,349.067,262.04,3.753,0.723,18319200,18319200,1224,1.332,0.751,0.935,20
70878,160.113,120.458,160.113,120.458,347.079,260.012,3.932,0.713,18073890,18073890,1225,1.335,0.749,0.923,20
71199,159.189,119.884,159.189,119.884,347.77,260.67,3.992,0.716,18155745,18155745,1226,1.334,0.75,0.927,20
71346,160.247,120.096,160.247,120.096,348.087,260.971,3.813,0.716,18193230,18193230,1227,1.334,0.75,0.929,20
71908,160.066,119.89,160.066,119.89,349.187,262.198,3.232,0.723,18336540,18336540,1228,1.332,0.751,0.936,20
73261,159.995,120.476,159.995,120.476,352.361,264.725,178.257,0.737,18681555,18681555,1229,1.331,0.751,0.954,21
72956,160.025,120.469,160.025,120.469,352.147,263.783,177.621,0.734,18603780,18603780,1230,1.335,0.749,0.95,21
73265,160.376,120.638,160.376,120.638,352.639,264.531,177.723,0.737,18682575,18682575,1231,1.333,0.75,0.954,21
73283,159.861,119.578,159.861,119.578,352.664,264.577,2.018,0.737,18687165,18687165,1232,1.333,0.75,0.954,21
73285,160.223,119.933,160.223,119.933,352.187,264.943,1.789,0.737,18687675,18687675,1233,1.329,0.752,0.954,21
73279,160.115,120.199,160.115,120.199,352.225,264.893,1.835,0.737,18686145,18686145,1234,1.33,0.752,0.954,21
73825,160.136,120.012,160.136,120.012,353.523,265.887,1.386,0.743,18825375,18825375,1235,1.33,0.752,0.961,21
72660,159.388,119.776,159.388,119.776,351.062,263.525,2.496,0.731,18528300,18528300,1236,1.332,0.751,0.946,21
72839,159.449,120.017,159.449,120.017,351.665,263.721,2.626,0.733,18573945,18573945,1237,1.333,0.75,0.948,21
73917,159.602,119.451,159.602,119.451,353.544,266.202,1.593,0.744,18848835,18848835,1238,1.328,0.753,0.962,21
73093,160.192,120.016,160.192,120.016,352.169,264.262,2.351,0.735,18638715,18638715,1239,1.333,0.75,0.952,21
73177,159.677,120.141,159.677,120.141,352.505,264.313,2.34,0.736,18660135,18660135,1240,1.334,0.75,0.953,21
73160,159.069,119.781,159.069,119.781,352.176,264.499,2.396,0.736,18655800,18655800,1241,1.331,0.751,0.953,21
73195,159.853,119.472,159.853,119.472,352.134,264.657,2.368,0.736,18664725,18664725,1242,1.331,0.752,0.953,21
73099,159.65,119.649,159.65,119.649,351.746,264.601,2.078,0.735,18640245,18640245,1243,1.329,0.752,0.952,21
73565,160.188,119.618,160.188,119.618,352.818,265.479,1.86,0.74,18759075,18759075,1244,1.329,0.752,0.958,21
73329,160.842,119.925,160.842,119.925,352.581,264.805,2.433,0.738,18698895,18698895,1245,1.331,0.751,0.955,21
73613,160.588,119.942,160.588,119.942,353.438,265.186,2.037,0.741,18771315,18771315,1246,1.333,0.75,0.959,21
73470,159.775,119.937,159.775,119.937,353.051,264.962,2.023,0.739,18734850,18734850,1247,1.332,0.75,0.957,21
73331,160.309,119.794,160.309,119.794,352.303,265.022,1.984,0.738,18699405,18699405,1248,1.329,0.752,0.955,21
73577,159.906,119.796,159.906,119.796,352.892,265.467,1.943,0.74,18762135,18762135,1249,1.329,0.752,0.958,21
73131,159.818,119.969,159.818,119.969,351.923,264.584,2.054,0.736,18648405,18648405,1250,1.33,0.752,0.952,21
73159,160.756,120.18,160.756,120.18,351.723,264.836,2.064,0.736,18655545,18655545,1251,1.328,0.753,0.953,21
73714,159.964,119.777,159.964,119.777,353.532,265.479,2.015,0.742,18797070,18797070,1252,1.332,0.751,0.96,21
73440,160.081,119.78,160.081,119.78,352.475,265.286,2.006,0.739,18727200,18727200,1253,1.329,0.753,0.956,21
73169,159.66,120.167,159.66,120.167,352.737,264.111,2.36,0.736,18658095,18658095,1254,1.336,0.749,0.953,21
73359,159.796,119.862,159.796,119.862,352.635,264.873,2.252,0.738,18706545,18706545,1255,1.331,0.751,0.955,21
73450,159.857,120.324,159.857,120.324,352.867,265.028,2.109,0.739,18729750,18729750,1256,1.331,0.751,0.956,21
73408,160.021,120.269,160.021,120.269,352.77,264.949,2.157,0.738,18719040,18719040,1257,1.331,0.751,0.956,21
73069,159.635,120.068,159.635,120.068,351.937,264.35,2.654,0.735,18632595,18632595,1258,1.331,0.751,0.951,21
72992,159.975,120.059,159.975,120.059,351.515,264.388,2.306,0.734,18612960,18612960,1259,1.33,0.752,0.95,21
73531,160.692,119.66,160.692,119.66,352.794,265.375,2.268,0.74,18750405,18750405,1260,1.329,0.752,0.957,21
73723,160.465,119.653,160.465,119.653,353.296,265.69,1.588,0.742,18799365,18799365,1261,1.33,0.752,0.96,21
73613,159.864,119.754,159.864,119.754,353.166,265.391,1.634,0.741,18771315,18771315,1262,1.331,0.751,0.959,21
