Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,IntDen,RawIntDen,Slice,AR,Round,Solidity,especie
65516,161.858,121.743,161.858,121.743,331.194,251.869,4.79,0.659,16706580,16706580,921,1.315,0.76,0.853,16
65627,160.93,121.456,160.93,121.456,334.279,249.968,5.427,0.66,16734885,16734885,922,1.337,0.748,0.855,16
64181,159.194,120.233,159.194,120.233,331.792,246.293,5.523,0.646,16366155,16366155,923,1.347,0.742,0.836,16
64492,160.999,119.942,160.999,119.942,331.777,247.497,6.097,0.649,16445460,16445460,924,1.341,0.746,0.84,16
63896,161.213,120.822,161.213,120.822,330.65,246.046,7.548,0.643,16293480,16293480,925,1.344,0.744,0.832,16
65635,161.187,119.463,161.187,119.463,335.675,248.959,5.207,0.66,16736925,16736925,926,1.348,0.742,0.855,16
65236,161.831,120.435,161.831,120.435,332.808,249.576,4.251,0.656,16635180,16635180,927,1.333,0.75,0.849,16
66028,159.385,121.82,159.385,121.82,334.666,251.204,3.498,0.664,16837140,16837140,928,1.332,0.751,0.86,16
66444,161.821,120.38,161.821,120.38,336.632,251.31,4.622,0.668,16943220,16943220,929,1.34,0.747,0.865,16
63792,160.621,122.363,160.621,122.363,329.71,246.345,6.693,0.642,16266960,16266960,930,1.338,0.747,0.831,16
64269,162.583,119.848,162.583,119.848,331.526,246.828,6.212,0.647,16388595,16388595,931,1.343,0.745,0.837,16
64554,162.397,121.882,162.397,121.882,331.279,248.107,5.265,0.649,16461270,16461270,932,1.335,0.749,0.841,16
63782,160.717,121.176,160.717,121.176,330.819,245.481,5.672,0.642,16264410,16264410,933,1.348,0.742,0.83,16
63189,160.125,121.649,160.125,121.649,329.641,244.068,6.429,0.636,16113195,16113195,934,1.351,0.74,0.823,16
63104,161.401,119.699,161.401,119.699,328.681,244.451,7.621,0.635,16091520,16091520,935,1.345,0.744,0.822,16
62689,159.823,120.51,159.823,120.51,327.19,243.95,6.679,0.631,15985695,15985695,936,1.341,0.746,0.816,16
63300,160.299,119.444,160.299,119.444,328.442,245.389,6.909,0.637,16141500,16141500,937,1.338,0.747,0.824,16
62139,161.913,121.325,161.913,121.325,326.409,242.389,8.703,0.625,15845445,15845445,938,1.347,0.743,0.809,16
64638,159.618,120.679,159.618,120.679,332.313,247.657,6.426,0.65,16482690,16482690,939,1.342,0.745,0.842,16
64106,161.989,118.216,161.989,118.216,330.195,247.195,5.994,0.645,16347030,16347030,940,1.336,0.749,0.835,16
63323,161.227,120.181,161.227,120.181,328.275,245.603,6.872,0.637,16147365,16147365,941,1.337,0.748,0.825,16
64241,160.713,120.165,160.713,120.165,332.033,246.344,5.724,0.646,16381455,16381455,942,1.348,0.742,0.836,16
61964,160.615,120.213,160.615,120.213,326.132,241.912,8.082,0.623,15800820,15800820,943,1.348,0.742,0.807,16
63093,161.923,119.412,161.923,119.412,328.464,244.57,6.736,0.635,16088715,16088715,944,1.343,0.745,0.822,16
64957,160.378,120.1,160.378,120.1,334.156,247.507,6.137,0.653,16564035,16564035,945,1.35,0.741,0.846,16
62711,161.265,119.881,161.265,119.881,328.007,243.428,7.712,0.631,15991305,15991305,946,1.347,0.742,0.817,16
63136,160.864,120.25,160.864,120.25,328.833,244.463,7.545,0.635,16099680,16099680,947,1.345,0.743,0.822,16
63952,160.323,120.113,160.323,120.113,329.9,246.821,5.969,0.643,16307760,16307760,948,1.337,0.748,0.833,16
63753,159.64,120.899,159.64,120.899,330.371,245.702,5.643,0.641,16257015,16257015,949,1.345,0.744,0.83,16
64529,160.706,119.799,160.706,119.799,332.351,247.211,6.02,0.649,16454895,16454895,950,1.344,0.744,0.84,16
64022,160.579,122.246,160.579,122.246,331.064,246.223,5.682,0.644,16325610,16325610,951,1.345,0.744,0.834,16
64135,160.866,120.512,160.866,120.512,332.373,245.685,5.923,0.645,16354425,16354425,952,1.353,0.739,0.835,16
64253,160.018,121.262,160.018,121.262,332.861,245.777,7.173,0.646,16384515,16384515,953,1.354,0.738,0.837,16
62170,163.602,120.547,163.602,120.547,326.953,242.106,7.127,0.625,15853350,15853350,954,1.35,0.74,0.81,16
63978,159.872,120.521,159.872,120.521,330.691,246.33,7.187,0.644,16314390,16314390,955,1.342,0.745,0.833,16
63988,160.764,120.933,160.764,120.933,331.493,245.773,5.818,0.644,16316940,16316940,956,1.349,0.741,0.833,16
64333,161.04,121.566,161.04,121.566,331.397,247.169,6.593,0.647,16404915,16404915,957,1.341,0.746,0.838,16
63720,164.047,120.31,164.047,120.31,329.692,246.081,6.956,0.641,16248600,16248600,958,1.34,0.746,0.83,16
62723,161.812,120.59,161.812,120.59,327.937,243.527,7.727,0.631,15994365,15994365,959,1.347,0.743,0.817,16
65024,159.734,121.164,159.734,121.164,334.186,247.74,5.318,0.654,16581120,16581120,960,1.349,0.741,0.847,16
66911,158.739,123.413,158.739,123.413,339.565,250.891,3.181,0.673,17062305,17062305,961,1.353,0.739,0.871,16
66638,162.156,123.867,162.156,123.867,337.516,251.384,3.442,0.67,16992690,16992690,962,1.343,0.745,0.868,16
75979,159.905,120.095,159.905,120.095,359.102,269.393,0.494,0.764,19374645,19374645,963,1.333,0.75,0.989,17
75871,159.859,119.959,159.859,119.959,358.671,269.333,0.732,0.763,19347105,19347105,964,1.332,0.751,0.988,17
75867,160.035,120.072,160.035,120.072,358.686,269.308,0.715,0.763,19346085,19346085,965,1.332,0.751,0.988,17
75887,159.916,120.155,159.916,120.155,358.855,269.252,0.668,0.763,19351185,19351185,966,1.333,0.75,0.988,17
75710,160.07,120.224,160.07,120.224,358.386,268.975,0.961,0.762,19306050,19306050,967,1.332,0.751,0.986,17
75658,159.813,119.918,159.813,119.918,358.336,268.828,1.042,0.761,19292790,19292790,968,1.333,0.75,0.985,17
75653,160.114,120.199,160.114,120.199,358.281,268.852,0.785,0.761,19291515,19291515,969,1.333,0.75,0.985,17
75591,159.986,120.09,159.986,120.09,358.134,268.741,1.165,0.76,19275705,19275705,970,1.333,0.75,0.984,17
75776,159.986,120.122,159.986,120.122,358.687,268.984,1.045,0.762,19322880,19322880,971,1.333,0.75,0.987,17
75877,160.038,120.209,160.038,120.209,358.962,269.136,0.714,0.763,19348635,19348635,972,1.334,0.75,0.988,17
75467,159.885,120.189,159.885,120.189,357.829,268.529,1.147,0.759,19244085,19244085,973,1.333,0.75,0.983,17
75510,159.84,120.065,159.84,120.065,358.028,268.533,1.306,0.76,19255050,19255050,974,1.333,0.75,0.983,17
75796,159.886,120.047,159.886,120.047,358.51,269.188,0.887,0.762,19327980,19327980,975,1.332,0.751,0.987,17
75739,159.994,120.137,159.994,120.137,358.54,268.963,0.959,0.762,19313445,19313445,976,1.333,0.75,0.986,17
75849,160.035,120.018,160.035,120.018,358.734,269.208,0.855,0.763,19341495,19341495,977,1.333,0.75,0.988,17
75838,160.014,120.187,160.014,120.187,358.75,269.156,0.858,0.763,19338690,19338690,978,1.333,0.75,0.987,17
75732,160.014,120.116,160.014,120.116,358.493,268.973,1.024,0.762,19311660,19311660,979,1.333,0.75,0.986,17
75588,159.95,120.024,159.95,120.024,358.209,268.675,1.191,0.76,19274940,19274940,980,1.333,0.75,0.984,17
75714,160.068,120.18,160.068,120.18,358.633,268.804,1.018,0.762,19307070,19307070,981,1.334,0.75,0.986,17
75680,159.979,120.105,159.979,120.105,358.431,268.835,1.12,0.761,19298400,19298400,982,1.333,0.75,0.985,17
75744,160.075,120.101,160.075,120.101,358.472,269.032,0.903,0.762,19314720,19314720,983,1.332,0.75,0.986,17
75867,159.978,120.1,159.978,120.1,358.773,269.242,0.747,0.763,19346085,19346085,984,1.333,0.75,0.988,17
75795,159.985,120.068,159.985,120.068,358.675,269.06,0.896,0.762,19327725,19327725,985,1.333,0.75,0.987,17
75838,159.914,119.97,159.914,119.97,358.603,269.267,0.826,0.763,19338690,19338690,986,1.332,0.751,0.987,17
75844,160.006,120.108,160.006,120.108,358.864,269.092,0.811,0.763,19340220,19340220,987,1.334,0.75,0.988,17
75846,160.066,120.086,160.066,120.086,358.733,269.197,0.726,0.763,19340730,19340730,988,1.333,0.75,0.988,17
75829,159.999,120.09,159.999,120.09,358.708,269.157,0.812,0.763,19336395,19336395,989,1.333,0.75,0.987,17
75658,160.052,120.053,160.052,120.053,358.358,268.812,1.171,0.761,19292790,19292790,990,1.333,0.75,0.985,17
75644,160.08,120.11,160.08,120.11,358.371,268.752,1.186,0.761,19289220,19289220,991,1.333,0.75,0.985,17
75860,160.137,120.081,160.137,120.081,358.681,269.286,0.779,0.763,19344300,19344300,992,1.332,0.751,0.988,17
75731,160.01,120.092,160.01,120.092,358.337,269.086,0.923,0.762,19311405,19311405,993,1.332,0.751,0.986,17
75538,160.114,120.176,160.114,120.176,357.969,268.676,1.109,0.76,19262190,19262190,994,1.332,0.751,0.984,17
75745,159.927,120.008,159.927,120.008,358.56,268.969,1.003,0.762,19314975,19314975,995,1.333,0.75,0.986,17
75697,159.923,120.079,159.923,120.079,358.412,268.909,0.996,0.762,19302735,19302735,996,1.333,0.75,0.986,17
75569,159.823,120.153,159.823,120.153,358.056,268.722,1.18,0.76,19270095,19270095,997,1.332,0.751,0.984,17
75566,159.982,120.105,159.982,120.105,358.013,268.744,1.172,0.76,19269330,19269330,998,1.332,0.751,0.984,17
75613,159.999,119.908,159.999,119.908,358.117,268.832,0.836,0.761,19281315,19281315,999,1.332,0.751,0.985,17
75739,160.047,120.151,160.047,120.151,358.6,268.918,0.952,0.762,19313445,19313445,1000,1.333,0.75,0.986,17
75647,160.001,120.007,160.001,120.007,358.291,268.823,1.104,0.761,19289985,19289985,1001,1.333,0.75,0.985,17
75749,159.971,120.096,159.971,120.096,358.498,269.03,0.746,0.762,19315995,19315995,1002,1.333,0.75,0.986,17
75779,160.036,120.143,160.036,120.143,358.6,269.06,0.93,0.762,19323645,19323645,1003,1.333,0.75,0.987,17
75668,159.96,120.21,159.96,120.21,358.315,268.88,0.913,0.761,19295340,19295340,1004,1.333,0.75,0.985,17
75677,159.876,119.964,159.876,119.964,358.111,269.065,0.778,0.761,19297635,19297635,1005,1.331,0.751,0.985,17
75728,159.994,120.062,159.994,120.062,358.285,269.115,0.789,0.762,19310640,19310640,1006,1.331,0.751,0.986,17
75612,160.154,120.126,160.154,120.126,358.144,268.809,1.104,0.761,19281060,19281060,1007,1.332,0.751,0.985,17
75683,160.059,120.171,160.059,120.171,358.428,268.848,1.122,0.761,19299165,19299165,1008,1.333,0.75,0.985,17
75852,160.023,120.087,160.023,120.087,358.712,269.235,0.741,0.763,19342260,19342260,1009,1.332,0.751,0.988,17
75617,160.085,120.125,160.085,120.125,358.117,268.847,0.837,0.761,19282335,19282335,1010,1.332,0.751,0.985,17
75569,160.125,120.057,160.125,120.057,357.987,268.773,1.076,0.76,19270095,19270095,1011,1.332,0.751,0.984,17
75751,160.056,120.192,160.056,120.192,358.421,269.095,1.013,0.762,19316505,19316505,1012,1.332,0.751,0.986,17
75469,160.03,120.008,160.03,120.008,357.813,268.548,1.16,0.759,19244595,19244595,1013,1.332,0.751,0.983,17
75738,160.044,119.965,160.044,119.965,358.427,269.044,1.054,0.762,19313190,19313190,1014,1.332,0.751,0.986,17
75572,160.062,120.011,160.062,120.011,357.961,268.803,1.069,0.76,19270860,19270860,1015,1.332,0.751,0.984,17
75695,159.942,120.183,159.942,120.183,358.399,268.912,1.094,0.761,19302225,19302225,1016,1.333,0.75,0.986,17
75731,159.991,119.95,159.991,119.95,358.377,269.057,0.818,0.762,19311405,19311405,1017,1.332,0.751,0.986,17
75875,159.949,119.937,159.949,119.937,358.693,269.331,0.762,0.763,19348125,19348125,1018,1.332,0.751,0.988,17
75788,160.016,120.08,160.016,120.08,358.582,269.106,0.808,0.762,19325940,19325940,1019,1.332,0.75,0.987,17
75604,160.01,120.079,160.01,120.079,358.014,268.878,0.952,0.761,19279020,19279020,1020,1.332,0.751,0.984,17
75768,159.965,120.15,159.965,120.15,358.543,269.064,1.086,0.762,19320840,19320840,1021,1.333,0.75,0.987,17
75736,159.983,120.111,159.983,120.111,358.394,269.061,0.861,0.762,19312680,19312680,1022,1.332,0.751,0.986,17
75793,159.967,119.895,159.967,119.895,358.483,269.198,0.713,0.762,19327215,19327215,1023,1.332,0.751,0.987,17
75615,160.057,120.134,160.057,120.134,358.019,268.913,0.894,0.761,19281825,19281825,1024,1.331,0.751,0.985,17
75897,160.049,120.009,160.049,120.009,358.629,269.457,0.633,0.764,19353735,19353735,1025,1.331,0.751,0.988,17
75798,160.043,119.988,160.043,119.988,358.385,269.289,0.737,0.763,19328490,19328490,1026,1.331,0.751,0.987,17
75667,159.977,120.032,159.977,120.032,358.282,268.9,1.12,0.761,19295085,19295085,1027,1.332,0.751,0.985,17
75778,160.026,120.062,160.026,120.062,358.567,269.081,1.053,0.762,19323390,19323390,1028,1.333,0.75,0.987,17
75624,159.947,120.007,159.947,120.007,358.011,268.951,0.976,0.761,19284120,19284120,1029,1.331,0.751,0.985,17
75755,160.013,120.099,160.013,120.099,358.451,269.086,0.873,0.762,19317525,19317525,1030,1.332,0.751,0.986,17
75728,159.964,120.104,159.964,120.104,358.349,269.067,0.922,0.762,19310640,19310640,1031,1.332,0.751,0.986,17
75604,159.956,120.002,159.956,120.002,358.02,268.873,1.084,0.761,19279020,19279020,1032,1.332,0.751,0.984,17
75593,159.932,120.173,159.932,120.173,357.955,268.883,0.883,0.76,19276215,19276215,1033,1.331,0.751,0.984,17
75552,159.901,120.039,159.901,120.039,357.913,268.769,0.937,0.76,19265760,19265760,1034,1.332,0.751,0.984,17
75747,160.044,120.119,160.044,120.119,358.492,269.027,0.985,0.762,19315485,19315485,1035,1.333,0.75,0.986,17
75533,159.993,120.024,159.993,120.024,358.006,268.631,1.106,0.76,19260915,19260915,1036,1.333,0.75,0.984,17
75804,160.027,120.152,160.027,120.152,358.681,269.088,0.909,0.763,19330020,19330020,1037,1.333,0.75,0.987,17
75719,160.029,119.998,160.029,119.998,358.408,268.991,0.864,0.762,19308345,19308345,1038,1.332,0.751,0.986,17
75608,160.235,119.991,160.235,119.991,358.047,268.867,1.031,0.761,19280040,19280040,1039,1.332,0.751,0.984,17
72406,160.334,119.974,160.334,119.974,349.641,263.671,0.26,0.728,18463530,18463530,1040,1.326,0.754,0.943,18
73494,159.909,119.12,159.909,119.12,352.448,265.502,0.47,0.739,18740970,18740970,1041,1.327,0.753,0.957,18
70982,159.98,119.856,159.98,119.856,345.606,261.503,0.788,0.714,18100410,18100410,1042,1.322,0.757,0.924,18
71495,161.842,119.346,161.842,119.346,347.544,261.924,179.361,0.719,18231225,18231225,1043,1.327,0.754,0.931,18
71788,160.467,120.587,160.467,120.587,348.429,262.33,0.303,0.722,18305940,18305940,1044,1.328,0.753,0.935,18
64282,160.514,124.499,160.514,124.499,329.671,248.267,2.056,0.647,16391910,16391910,1045,1.328,0.753,0.837,18
69215,159.107,119.834,159.107,119.834,338.87,260.062,179.669,0.696,17649825,17649825,1046,1.303,0.767,0.901,18
70951,161.404,118.806,161.404,118.806,345.874,261.187,179.593,0.714,18092505,18092505,1047,1.324,0.755,0.924,18
71232,160.166,118.914,160.166,118.914,347.693,260.849,0.406,0.717,18164160,18164160,1048,1.333,0.75,0.927,18
71483,160.306,119.027,160.306,119.027,346.8,262.442,179.876,0.719,18228165,18228165,1049,1.321,0.757,0.931,18
71323,160.866,120.124,160.866,120.124,347.8,261.102,0.496,0.718,18187365,18187365,1050,1.332,0.751,0.929,18
71527,161.185,120.28,161.185,120.28,346.968,262.476,0.135,0.72,18239385,18239385,1051,1.322,0.756,0.931,18
72416,158.787,119.84,158.787,119.84,350.011,263.429,1.316,0.728,18466080,18466080,1052,1.329,0.753,0.943,18
67318,157.719,120.402,157.719,120.402,336.282,254.881,1.979,0.677,17166090,17166090,1053,1.319,0.758,0.877,18
70091,160.758,120.938,160.758,120.938,342.606,260.482,0.313,0.705,17873205,17873205,1054,1.315,0.76,0.913,18
68032,159.357,118.805,159.357,118.805,336.26,257.601,0.804,0.684,17348160,17348160,1055,1.305,0.766,0.886,18
70917,159.94,118.591,159.94,118.591,344.499,262.103,0.388,0.713,18083835,18083835,1056,1.314,0.761,0.923,18
69091,159.036,118.993,159.036,118.993,341.225,257.804,1.456,0.695,17618205,17618205,1057,1.324,0.756,0.9,18
69125,158.236,119.457,158.236,119.457,340.59,258.412,1.422,0.695,17626875,17626875,1058,1.318,0.759,0.9,18
69337,159.092,119.239,159.092,119.239,341.145,258.783,1.141,0.698,17680935,17680935,1059,1.318,0.759,0.903,18
69650,158.485,119.961,158.485,119.961,343.315,258.308,2.817,0.701,17760750,17760750,1060,1.329,0.752,0.907,18
70163,158.836,119.254,158.836,119.254,344.347,259.431,1.798,0.706,17891565,17891565,1061,1.327,0.753,0.914,18
71800,159.917,120.796,159.917,120.796,348.966,261.97,0.93,0.713,18309000,18309000,1062,1.332,0.751,0.935,18
69854,159.034,119.749,159.034,119.749,343.149,259.19,1.685,0.703,17812770,17812770,1063,1.324,0.755,0.91,18
68782,159.41,118.745,159.41,118.745,340.378,257.29,179.86,0.692,17539410,17539410,1064,1.323,0.756,0.896,18
68105,159.397,119.014,159.397,119.014,338.198,256.4,3.321,0.685,17366775,17366775,1065,1.319,0.758,0.887,18
69921,157.351,119.943,157.351,119.943,342.578,259.871,2.904,0.703,17829855,17829855,1066,1.318,0.759,0.91,18
68316,159.073,120.583,159.073,120.583,338.65,256.851,1.659,0.687,17420580,17420580,1067,1.318,0.758,0.89,18
70413,160.07,119.833,160.07,119.833,344.933,259.913,2.289,0.708,17955315,17955315,1068,1.327,0.754,0.917,18
68783,159.157,119.275,159.157,119.275,341.22,256.659,2.165,0.692,17539665,17539665,1069,1.329,0.752,0.896,18
70579,159.338,119.719,159.338,119.719,344.083,261.169,1.18,0.71,17997645,17997645,1070,1.317,0.759,0.919,18
70666,158.43,120.128,158.43,120.128,345.071,260.743,1.539,0.711,18019830,18019830,1071,1.323,0.756,0.92,18
69886,159.508,118.687,159.508,118.687,343.56,258.999,0.881,0.703,17820930,17820930,1072,1.326,0.754,0.91,18
69672,157.588,120.339,157.588,120.339,342.202,259.231,0.498,0.701,17766360,17766360,1073,1.32,0.758,0.907,18
71801,159.678,118.942,159.678,118.942,347.91,262.768,0.08,0.722,18309255,18309255,1074,1.324,0.755,0.935,18
69234,160.734,119.845,160.734,119.845,341.785,257.915,0.606,0.696,17654670,17654670,1075,1.325,0.755,0.901,18
69978,157.9,117.975,157.9,117.975,342.706,259.986,1.206,0.704,17844390,17844390,1076,1.318,0.759,0.911,18
69181,159.274,119.96,159.274,119.96,341.481,257.947,0.555,0.696,17641155,17641155,1077,1.324,0.755,0.901,18
67684,159.108,120.504,159.108,120.504,336.414,256.166,1.534,0.681,17259420,17259420,1078,1.313,0.761,0.881,18
69851,157.934,119.168,157.934,119.168,343.427,258.969,1.8,0.703,17812005,17812005,1079,1.326,0.754,0.91,18
69107,160.532,122.062,160.532,122.062,341.981,257.295,0.452,0.695,17622285,17622285,1080,1.329,0.752,0.9,18
70008,160.396,120.119,160.396,120.119,343.339,259.618,0.811,0.704,17852040,17852040,1081,1.322,0.756,0.912,18
70665,159.699,118.901,159.699,118.901,345.66,260.295,0.423,0.711,18019575,18019575,1082,1.328,0.753,0.92,18
69748,159.75,118.964,159.75,118.964,342.979,258.925,0.873,0.702,17785740,17785740,1083,1.325,0.755,0.908,18
69764,158.648,119.141,158.648,119.141,343.116,258.881,1.303,0.702,17789820,17789820,1084,1.325,0.755,0.908,18
70197,160.638,119.951,160.638,119.951,345.019,259.051,0.857,0.706,17900235,17900235,1085,1.332,0.751,0.914,18
69003,158.25,120.003,158.25,120.003,340.907,257.717,0.462,0.694,17595765,17595765,1086,1.323,0.756,0.898,18
71084,158.569,120.692,158.569,120.692,347.385,260.538,179.885,0.715,18126420,18126420,1087,1.333,0.75,0.926,18
71653,159.419,121.288,159.419,121.288,348.531,261.76,179.598,0.721,18271515,18271515,1088,1.331,0.751,0.933,18
70771,159.188,119.765,159.188,119.765,346.41,260.121,0.25,0.712,18046605,18046605,1089,1.332,0.751,0.921,18
70851,160.838,121.305,160.838,121.305,347.493,259.603,0.519,0.713,18067005,18067005,1090,1.339,0.747,0.923,18
73391,159.756,120.342,159.756,120.342,352.977,264.732,0.171,0.738,18714705,18714705,1091,1.333,0.75,0.956,18
68638,159.063,120.947,159.063,120.947,340.259,256.842,0.239,0.69,17502690,17502690,1092,1.325,0.755,0.894,18
68328,159.503,121.851,159.503,121.851,341.166,255.002,179.776,0.687,17423640,17423640,1093,1.338,0.747,0.89,18
73758,159.598,119.735,159.598,119.735,354.046,265.253,0.076,0.742,18808290,18808290,1094,1.335,0.749,0.96,18
68911,159.41,120.608,159.41,120.608,340.673,257.55,0.731,0.693,17572305,17572305,1095,1.323,0.756,0.897,18
68110,160.327,121.518,160.327,121.518,340.363,254.788,1.029,0.685,17368050,17368050,1096,1.336,0.749,0.887,18
72341,159.664,120.619,159.664,120.619,351.982,261.682,0.177,0.728,18446955,18446955,1097,1.345,0.743,0.942,18
74212,159.55,120.191,159.55,120.191,355.788,265.578,0.014,0.747,18924060,18924060,1098,1.34,0.746,0.966,18
71906,159.334,121.011,159.334,121.011,349.9,261.656,0.393,0.723,18336030,18336030,1099,1.337,0.748,0.936,18
70709,160.34,121.223,160.34,121.223,347.169,259.325,0.436,0.711,18030795,18030795,1100,1.339,0.747,0.921,18
70201,159.512,120.677,159.512,120.677,345.101,259.004,0.505,0.706,17901255,17901255,1101,1.332,0.751,0.914,18
64058,161.695,120.321,161.695,120.321,330.174,247.025,179.771,0.644,16334790,16334790,1102,1.337,0.748,0.834,19
64504,160.536,119.373,160.536,119.373,328.116,250.305,0.065,0.649,16448520,16448520,1103,1.311,0.763,0.84,19
69212,159.823,120.271,159.823,120.271,342.143,257.563,0.16,0.696,17649060,17649060,1104,1.328,0.753,0.901,19
64457,160.169,120.542,160.169,120.542,327.868,250.311,179.581,0.648,16436535,16436535,1105,1.31,0.763,0.839,19
67900,160.652,119.969,160.652,119.969,338.725,255.231,0.417,0.683,17314500,17314500,1106,1.327,0.754,0.884,19
63019,159.204,121.992,159.204,121.992,326.049,246.093,0.66,0.634,16069845,16069845,1107,1.325,0.755,0.821,19
64228,160.051,122.12,160.051,122.12,329.696,248.039,179.56,0.646,16378140,16378140,1108,1.329,0.752,0.836,19
66768,159.059,120.703,159.059,120.703,338.586,251.079,179.813,0.672,17025840,17025840,1109,1.349,0.742,0.869,19
71235,161.552,119.985,161.552,119.985,345.476,262.534,179.6,0.717,18164925,18164925,1110,1.316,0.76,0.928,19
68301,161.062,119.946,161.062,119.946,339.474,256.171,179.772,0.687,17416755,17416755,1111,1.325,0.755,0.889,19
64947,161.757,119.833,161.757,119.833,332.37,248.798,0.296,0.653,16561485,16561485,1112,1.336,0.749,0.846,19
68555,161.203,119.07,161.203,119.07,340.222,256.559,179.851,0.69,17481525,17481525,1113,1.326,0.754,0.893,19
70528,160.475,119.189,160.475,119.189,343.519,261.409,179.712,0.71,17984640,17984640,1114,1.314,0.761,0.918,19
70201,160.1,119.575,160.1,119.575,343.328,260.342,179.544,0.706,17901255,17901255,1115,1.319,0.758,0.914,19
69196,160.34,119.959,160.34,119.959,341.505,257.984,179.971,0.696,17644980,17644980,1116,1.324,0.755,0.901,19
72418,160.868,119.878,160.868,119.878,348.03,264.936,179.486,0.729,18466590,18466590,1117,1.314,0.761,0.943,19
65808,160.584,119.846,160.584,119.846,331.95,252.416,0.406,0.662,16781040,16781040,1118,1.315,0.76,0.857,19
69422,160.757,120.138,160.757,120.138,342.574,258.02,0.047,0.698,17702610,17702610,1119,1.328,0.753,0.904,19
68998,160.435,119.223,160.435,119.223,339.846,258.502,179.909,0.694,17594490,17594490,1120,1.315,0.761,0.898,19
67321,161.035,119.566,161.035,119.566,336.474,254.747,178.978,0.677,17166855,17166855,1121,1.321,0.757,0.877,19
63556,160.076,120.159,160.076,120.159,325.906,248.298,0.261,0.639,16206780,16206780,1122,1.313,0.762,0.828,19
67952,160.258,119.809,160.258,119.809,337.442,256.397,179.723,0.684,17327760,17327760,1123,1.316,0.76,0.885,19
70470,160.808,120.38,160.808,120.38,343.236,261.41,179.538,0.709,17969850,17969850,1124,1.313,0.762,0.918,19
66975,161.815,119.514,161.815,119.514,334.086,255.249,178.976,0.674,17078625,17078625,1125,1.309,0.764,0.872,19
67195,159.342,121.057,159.342,121.057,337.78,253.287,179.928,0.676,17134725,17134725,1126,1.334,0.75,0.875,19
65781,160.225,119.866,160.225,119.866,332.305,252.042,0.821,0.662,16774155,16774155,1127,1.318,0.758,0.857,19
66739,161.039,118.595,161.039,118.595,334.057,254.372,0.033,0.671,17018445,17018445,1128,1.313,0.761,0.869,19
66703,160.45,118.455,160.45,118.455,336.44,252.434,179.244,0.671,17009265,17009265,1129,1.333,0.75,0.869,19
67160,161.06,118.727,161.06,118.727,333.959,256.052,179.891,0.676,17125800,17125800,1130,1.304,0.767,0.874,19
68114,160.521,119.497,160.521,119.497,340.234,254.899,179.365,0.685,17369070,17369070,1131,1.335,0.749,0.887,19
63201,161.861,119.887,161.861,119.887,327.002,246.085,179.534,0.636,16116255,16116255,1132,1.329,0.753,0.823,19
65604,158.726,120.425,158.726,120.425,333.588,250.398,179.865,0.66,16729020,16729020,1133,1.332,0.751,0.854,19
64710,160.67,119.174,160.67,119.174,329.721,249.882,0.18,0.651,16501050,16501050,1134,1.32,0.758,0.843,19
65744,159.357,117.889,159.357,117.889,333.367,251.098,179.723,0.661,16764720,16764720,1135,1.328,0.753,0.856,19
67409,161.267,119.154,161.267,119.154,337.003,254.679,0.105,0.678,17189295,17189295,1136,1.323,0.756,0.878,19
65995,160.56,120.692,160.56,120.692,335.152,250.714,179.869,0.664,16828725,16828725,1137,1.337,0.748,0.859,19
67484,160.333,120.441,160.333,120.441,337.602,254.511,179.874,0.679,17208420,17208420,1138,1.326,0.754,0.879,19
66900,160.661,118.388,160.661,118.388,335.853,253.622,0.589,0.673,17059500,17059500,1139,1.324,0.755,0.871,19
68272,159.618,120.565,159.618,120.565,339.285,256.206,0.639,0.687,17409360,17409360,1140,1.324,0.755,0.889,19
67430,160.956,120.742,160.956,120.742,338.26,253.812,0.524,0.678,17194650,17194650,1141,1.333,0.75,0.878,19
66206,160.177,119.713,160.177,119.713,335.089,251.563,178.851,0.666,16882530,16882530,1142,1.332,0.751,0.862,19
63518,158.935,119.871,158.935,119.871,326.478,247.715,179.199,0.639,16197090,16197090,1143,1.318,0.759,0.827,19
67795,160.693,120.443,160.693,120.443,337.3,255.913,179.031,0.682,17287725,17287725,1144,1.318,0.759,0.883,19
65889,160.178,119.194,160.178,119.194,333.999,251.176,0.312,0.663,16801695,16801695,1145,1.33,0.752,0.858,19
68200,158.517,119.337,158.517,119.337,337.841,257.029,0.075,0.686,17391000,17391000,1146,1.314,0.761,0.888,19
65260,160.823,121.194,160.823,121.194,332.253,250.085,179.764,0.657,16641300,16641300,1147,1.329,0.753,0.85,19
66957,160.361,121.727,160.361,121.727,338.085,252.163,0.329,0.674,17074035,17074035,1148,1.341,0.746,0.872,19
66839,159.058,120.322,159.058,120.322,334.734,254.238,179.792,0.672,17043945,17043945,1149,1.317,0.76,0.87,19
66123,160.07,121.374,160.07,121.374,335.408,251.009,0.007,0.665,16861365,16861365,1150,1.336,0.748,0.861,19
66379,160.171,121.058,160.171,121.058,333.692,253.276,179.04,0.668,16926645,16926645,1151,1.318,0.759,0.864,19
63888,160.519,121.017,160.519,121.017,328.593,247.555,0.229,0.643,16291440,16291440,1152,1.327,0.753,0.832,19
66783,161.425,120.898,161.425,120.898,335.744,253.261,179.422,0.672,17029665,17029665,1153,1.326,0.754,0.87,19
